Energy Usage Information
"For location: CA RED FEATHER CT APPLE VALLEY 92307"

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"Start date: 2021-10-21 23:00:00  for 15 days"

"Data for period starting: 2021-10-22 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-10-31 12:45:00 to 2021-10-31 13:00:00","1.130",""
"2021-10-31 13:00:00 to 2021-10-31 13:15:00","1.170",""
"2021-10-31 13:15:00 to 2021-10-31 13:30:00","1.180",""
"2021-10-31 13:30:00 to 2021-10-31 13:45:00","1.310",""
"2021-10-31 13:45:00 to 2021-10-31 14:00:00","1.310",""
"2021-10-31 14:00:00 to 2021-10-31 14:15:00","1.270",""
"2021-10-31 14:15:00 to 2021-10-31 14:30:00","1.330",""
"2021-10-31 14:30:00 to 2021-10-31 14:45:00","1.430",""
"2021-10-31 14:45:00 to 2021-10-31 15:00:00","1.390",""
"2021-10-31 15:00:00 to 2021-10-31 15:15:00","1.290",""
"2021-10-31 15:15:00 to 2021-10-31 15:30:00","1.210",""
"2021-10-31 15:30:00 to 2021-10-31 15:45:00","0.980",""
"2021-10-31 15:45:00 to 2021-10-31 16:00:00","0.700",""
"2021-10-31 16:00:00 to 2021-10-31 16:15:00","0.480",""
"2021-10-31 16:15:00 to 2021-10-31 16:30:00","0.350",""
"2021-10-31 16:30:00 to 2021-10-31 16:45:00","0.580",""
"2021-10-31 16:45:00 to 2021-10-31 17:00:00","0.130",""
"2021-10-31 17:00:00 to 2021-10-31 17:15:00","0.050",""
"2021-10-31 17:15:00 to 2021-10-31 17:30:00","0.010",""
"2021-10-31 17:30:00 to 2021-10-31 17:45:00","0.000",""
"2021-10-31 17:45:00 to 2021-10-31 18:00:00","0.000",""
"2021-10-31 18:00:00 to 2021-10-31 18:15:00","0.000",""
"2021-10-31 18:15:00 to 2021-10-31 18:30:00","0.000",""
"2021-10-31 18:30:00 to 2021-10-31 18:45:00","0.000",""
"2021-10-31 18:45:00 to 2021-10-31 19:00:00","0.000",""
"2021-10-31 19:00:00 to 2021-10-31 19:15:00","0.000",""
"2021-10-31 19:15:00 to 2021-10-31 19:30:00","0.000",""
"2021-10-31 19:30:00 to 2021-10-31 19:45:00","0.000",""
"2021-10-31 19:45:00 to 2021-10-31 20:00:00","0.000",""
"2021-10-31 20:00:00 to 2021-10-31 20:15:00","0.000",""
"2021-10-31 20:15:00 to 2021-10-31 20:30:00","0.000",""
"2021-10-31 20:30:00 to 2021-10-31 20:45:00","0.000",""
"2021-10-31 20:45:00 to 2021-10-31 21:00:00","0.000",""
"2021-10-31 21:00:00 to 2021-10-31 21:15:00","0.000",""
"2021-10-31 21:15:00 to 2021-10-31 21:30:00","0.000",""
"2021-10-31 21:30:00 to 2021-10-31 21:45:00","0.000",""
"2021-10-31 21:45:00 to 2021-10-31 22:00:00","0.000",""
"2021-10-31 22:00:00 to 2021-10-31 22:15:00","0.000",""
"2021-10-31 22:15:00 to 2021-10-31 22:30:00","0.000",""
"2021-10-31 22:30:00 to 2021-10-31 22:45:00","0.000",""
"2021-10-31 22:45:00 to 2021-10-31 23:00:00","0.000",""
"2021-10-31 23:00:00 to 2021-10-31 23:15:00","0.000",""
"2021-10-31 23:15:00 to 2021-10-31 23:30:00","0.000",""
"2021-10-31 23:30:00 to 2021-10-31 23:45:00","0.000",""
"2021-10-31 23:45:00 to 2021-11-01 00:00:00","0.000",""

"Data for period starting: 2021-11-01 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-01 00:00:00 to 2021-11-01 00:15:00","0.140",""
"2021-11-01 00:15:00 to 2021-11-01 00:30:00","0.160",""
"2021-11-01 00:30:00 to 2021-11-01 00:45:00","0.160",""
"2021-11-01 00:45:00 to 2021-11-01 01:00:00","0.160",""
"2021-11-01 01:00:00 to 2021-11-01 01:15:00","0.150",""
"2021-11-01 01:15:00 to 2021-11-01 01:30:00","0.150",""
"2021-11-01 01:30:00 to 2021-11-01 01:45:00","0.130",""
"2021-11-01 01:45:00 to 2021-11-01 02:00:00","0.130",""
"2021-11-01 02:00:00 to 2021-11-01 02:15:00","0.150",""
"2021-11-01 02:15:00 to 2021-11-01 02:30:00","0.160",""
"2021-11-01 02:30:00 to 2021-11-01 02:45:00","0.140",""
"2021-11-01 02:45:00 to 2021-11-01 03:00:00","0.130",""
"2021-11-01 03:00:00 to 2021-11-01 03:15:00","0.100",""
"2021-11-01 03:15:00 to 2021-11-01 03:30:00","0.100",""
"2021-11-01 03:30:00 to 2021-11-01 03:45:00","0.130",""
"2021-11-01 03:45:00 to 2021-11-01 04:00:00","0.130",""
"2021-11-01 04:00:00 to 2021-11-01 04:15:00","0.120",""
"2021-11-01 04:15:00 to 2021-11-01 04:30:00","0.120",""
"2021-11-01 04:30:00 to 2021-11-01 04:45:00","0.100",""
"2021-11-01 04:45:00 to 2021-11-01 05:00:00","0.100",""
"2021-11-01 05:00:00 to 2021-11-01 05:15:00","0.110",""
"2021-11-01 05:15:00 to 2021-11-01 05:30:00","0.140",""
"2021-11-01 05:30:00 to 2021-11-01 05:45:00","0.220",""
"2021-11-01 05:45:00 to 2021-11-01 06:00:00","0.230",""
"2021-11-01 06:00:00 to 2021-11-01 06:15:00","0.220",""
"2021-11-01 06:15:00 to 2021-11-01 06:30:00","0.240",""
"2021-11-01 06:30:00 to 2021-11-01 06:45:00","0.300",""
"2021-11-01 06:45:00 to 2021-11-01 07:00:00","0.280",""
"2021-11-01 07:00:00 to 2021-11-01 07:15:00","0.270",""
"2021-11-01 07:15:00 to 2021-11-01 07:30:00","0.260",""
"2021-11-01 07:30:00 to 2021-11-01 07:45:00","0.260",""
"2021-11-01 07:45:00 to 2021-11-01 08:00:00","0.210",""
"2021-11-01 08:00:00 to 2021-11-01 08:15:00","0.190",""
"2021-11-01 08:15:00 to 2021-11-01 08:30:00","0.180",""
"2021-11-01 08:30:00 to 2021-11-01 08:45:00","0.160",""
"2021-11-01 08:45:00 to 2021-11-01 09:00:00","0.110",""
"2021-11-01 09:00:00 to 2021-11-01 09:15:00","0.020",""
"2021-11-01 09:15:00 to 2021-11-01 09:30:00","0.000",""
"2021-11-01 09:30:00 to 2021-11-01 09:45:00","0.000",""
"2021-11-01 09:45:00 to 2021-11-01 10:00:00","0.000",""
"2021-11-01 10:00:00 to 2021-11-01 10:15:00","0.000",""
"2021-11-01 10:15:00 to 2021-11-01 10:30:00","0.010",""
"2021-11-01 10:30:00 to 2021-11-01 10:45:00","0.020",""
"2021-11-01 10:45:00 to 2021-11-01 11:00:00","0.000",""
"2021-11-01 11:00:00 to 2021-11-01 11:15:00","0.000",""
"2021-11-01 11:15:00 to 2021-11-01 11:30:00","0.000",""
"2021-11-01 11:30:00 to 2021-11-01 11:45:00","0.000",""
"2021-11-01 11:45:00 to 2021-11-01 12:00:00","0.000",""
"2021-11-01 12:00:00 to 2021-11-01 12:15:00","0.000",""
"2021-11-01 12:15:00 to 2021-11-01 12:30:00","0.000",""
"2021-11-01 12:30:00 to 2021-11-01 12:45:00","0.000",""
"2021-11-01 12:45:00 to 2021-11-01 13:00:00","0.000",""
"2021-11-01 13:00:00 to 2021-11-01 13:15:00","0.000",""
"2021-11-01 13:15:00 to 2021-11-01 13:30:00","0.000",""
"2021-11-01 13:30:00 to 2021-11-01 13:45:00","0.000",""
"2021-11-01 13:45:00 to 2021-11-01 14:00:00","0.000",""
"2021-11-01 14:00:00 to 2021-11-01 14:15:00","0.000",""
"2021-11-01 14:15:00 to 2021-11-01 14:30:00","0.000",""
"2021-11-01 14:30:00 to 2021-11-01 14:45:00","0.000",""
"2021-11-01 14:45:00 to 2021-11-01 15:00:00","0.000",""
"2021-11-01 15:00:00 to 2021-11-01 15:15:00","0.000",""
"2021-11-01 15:15:00 to 2021-11-01 15:30:00","0.000",""
"2021-11-01 15:30:00 to 2021-11-01 15:45:00","0.000",""
"2021-11-01 15:45:00 to 2021-11-01 16:00:00","0.000",""
"2021-11-01 16:00:00 to 2021-11-01 16:15:00","0.000",""
"2021-11-01 16:15:00 to 2021-11-01 16:30:00","0.010",""
"2021-11-01 16:30:00 to 2021-11-01 16:45:00","0.120",""
"2021-11-01 16:45:00 to 2021-11-01 17:00:00","0.100",""
"2021-11-01 17:00:00 to 2021-11-01 17:15:00","0.050",""
"2021-11-01 17:15:00 to 2021-11-01 17:30:00","0.090",""
"2021-11-01 17:30:00 to 2021-11-01 17:45:00","0.050",""
"2021-11-01 17:45:00 to 2021-11-01 18:00:00","0.530",""
"2021-11-01 18:00:00 to 2021-11-01 18:15:00","0.480",""
"2021-11-01 18:15:00 to 2021-11-01 18:30:00","0.540",""
"2021-11-01 18:30:00 to 2021-11-01 18:45:00","0.210",""
"2021-11-01 18:45:00 to 2021-11-01 19:00:00","0.220",""
"2021-11-01 19:00:00 to 2021-11-01 19:15:00","0.220",""
"2021-11-01 19:15:00 to 2021-11-01 19:30:00","0.190",""
"2021-11-01 19:30:00 to 2021-11-01 19:45:00","0.200",""
"2021-11-01 19:45:00 to 2021-11-01 20:00:00","0.280",""
"2021-11-01 20:00:00 to 2021-11-01 20:15:00","0.230",""
"2021-11-01 20:15:00 to 2021-11-01 20:30:00","0.260",""
"2021-11-01 20:30:00 to 2021-11-01 20:45:00","0.180",""
"2021-11-01 20:45:00 to 2021-11-01 21:00:00","0.170",""
"2021-11-01 21:00:00 to 2021-11-01 21:15:00","0.260",""
"2021-11-01 21:15:00 to 2021-11-01 21:30:00","0.270",""
"2021-11-01 21:30:00 to 2021-11-01 21:45:00","0.200",""
"2021-11-01 21:45:00 to 2021-11-01 22:00:00","0.270",""
"2021-11-01 22:00:00 to 2021-11-01 22:15:00","0.240",""
"2021-11-01 22:15:00 to 2021-11-01 22:30:00","0.430",""
"2021-11-01 22:30:00 to 2021-11-01 22:45:00","0.310",""
"2021-11-01 22:45:00 to 2021-11-01 23:00:00","0.290",""
"2021-11-01 23:00:00 to 2021-11-01 23:15:00","0.220",""
"2021-11-01 23:15:00 to 2021-11-01 23:30:00","0.150",""
"2021-11-01 23:30:00 to 2021-11-01 23:45:00","0.130",""
"2021-11-01 23:45:00 to 2021-11-02 00:00:00","0.140",""

"Data for period starting: 2021-11-01 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-01 00:00:00 to 2021-11-01 00:15:00","0.000",""
"2021-11-01 00:15:00 to 2021-11-01 00:30:00","0.000",""
"2021-11-01 00:30:00 to 2021-11-01 00:45:00","0.000",""
"2021-11-01 00:45:00 to 2021-11-01 01:00:00","0.000",""
"2021-11-01 01:00:00 to 2021-11-01 01:15:00","0.000",""
"2021-11-01 01:15:00 to 2021-11-01 01:30:00","0.000",""
"2021-11-01 01:30:00 to 2021-11-01 01:45:00","0.000",""
"2021-11-01 01:45:00 to 2021-11-01 02:00:00","0.000",""
"2021-11-01 02:00:00 to 2021-11-01 02:15:00","0.000",""
"2021-11-01 02:15:00 to 2021-11-01 02:30:00","0.000",""
"2021-11-01 02:30:00 to 2021-11-01 02:45:00","0.000",""
"2021-11-01 02:45:00 to 2021-11-01 03:00:00","0.000",""
"2021-11-01 03:00:00 to 2021-11-01 03:15:00","0.000",""
"2021-11-01 03:15:00 to 2021-11-01 03:30:00","0.000",""
"2021-11-01 03:30:00 to 2021-11-01 03:45:00","0.000",""
"2021-11-01 03:45:00 to 2021-11-01 04:00:00","0.000",""
"2021-11-01 04:00:00 to 2021-11-01 04:15:00","0.000",""
"2021-11-01 04:15:00 to 2021-11-01 04:30:00","0.000",""
"2021-11-01 04:30:00 to 2021-11-01 04:45:00","0.000",""
"2021-11-01 04:45:00 to 2021-11-01 05:00:00","0.000",""
"2021-11-01 05:00:00 to 2021-11-01 05:15:00","0.000",""
"2021-11-01 05:15:00 to 2021-11-01 05:30:00","0.000",""
"2021-11-01 05:30:00 to 2021-11-01 05:45:00","0.000",""
"2021-11-01 05:45:00 to 2021-11-01 06:00:00","0.000",""
"2021-11-01 06:00:00 to 2021-11-01 06:15:00","0.000",""
"2021-11-01 06:15:00 to 2021-11-01 06:30:00","0.000",""
"2021-11-01 06:30:00 to 2021-11-01 06:45:00","0.000",""
"2021-11-01 06:45:00 to 2021-11-01 07:00:00","0.000",""
"2021-11-01 07:00:00 to 2021-11-01 07:15:00","0.000",""
"2021-11-01 07:15:00 to 2021-11-01 07:30:00","0.000",""
"2021-11-01 07:30:00 to 2021-11-01 07:45:00","0.000",""
"2021-11-01 07:45:00 to 2021-11-01 08:00:00","0.000",""
"2021-11-01 08:00:00 to 2021-11-01 08:15:00","0.000",""
"2021-11-01 08:15:00 to 2021-11-01 08:30:00","0.000",""
"2021-11-01 08:30:00 to 2021-11-01 08:45:00","0.000",""
"2021-11-01 08:45:00 to 2021-11-01 09:00:00","0.000",""
"2021-11-01 09:00:00 to 2021-11-01 09:15:00","0.060",""
"2021-11-01 09:15:00 to 2021-11-01 09:30:00","0.130",""
"2021-11-01 09:30:00 to 2021-11-01 09:45:00","0.070",""
"2021-11-01 09:45:00 to 2021-11-01 10:00:00","0.100",""
"2021-11-01 10:00:00 to 2021-11-01 10:15:00","0.330",""
"2021-11-01 10:15:00 to 2021-11-01 10:30:00","0.320",""
"2021-11-01 10:30:00 to 2021-11-01 10:45:00","0.280",""
"2021-11-01 10:45:00 to 2021-11-01 11:00:00","0.330",""
"2021-11-01 11:00:00 to 2021-11-01 11:15:00","0.430",""
"2021-11-01 11:15:00 to 2021-11-01 11:30:00","0.500",""
"2021-11-01 11:30:00 to 2021-11-01 11:45:00","0.530",""
"2021-11-01 11:45:00 to 2021-11-01 12:00:00","0.240",""
"2021-11-01 12:00:00 to 2021-11-01 12:15:00","0.440",""
"2021-11-01 12:15:00 to 2021-11-01 12:30:00","0.370",""
"2021-11-01 12:30:00 to 2021-11-01 12:45:00","0.310",""
"2021-11-01 12:45:00 to 2021-11-01 13:00:00","0.270",""
"2021-11-01 13:00:00 to 2021-11-01 13:15:00","0.250",""
"2021-11-01 13:15:00 to 2021-11-01 13:30:00","0.360",""
"2021-11-01 13:30:00 to 2021-11-01 13:45:00","0.410",""
"2021-11-01 13:45:00 to 2021-11-01 14:00:00","0.600",""
"2021-11-01 14:00:00 to 2021-11-01 14:15:00","0.560",""
"2021-11-01 14:15:00 to 2021-11-01 14:30:00","0.380",""
"2021-11-01 14:30:00 to 2021-11-01 14:45:00","0.500",""
"2021-11-01 14:45:00 to 2021-11-01 15:00:00","0.340",""
"2021-11-01 15:00:00 to 2021-11-01 15:15:00","0.430",""
"2021-11-01 15:15:00 to 2021-11-01 15:30:00","0.310",""
"2021-11-01 15:30:00 to 2021-11-01 15:45:00","0.420",""
"2021-11-01 15:45:00 to 2021-11-01 16:00:00","0.820",""
"2021-11-01 16:00:00 to 2021-11-01 16:15:00","0.240",""
"2021-11-01 16:15:00 to 2021-11-01 16:30:00","0.100",""
"2021-11-01 16:30:00 to 2021-11-01 16:45:00","0.000",""
"2021-11-01 16:45:00 to 2021-11-01 17:00:00","0.000",""
"2021-11-01 17:00:00 to 2021-11-01 17:15:00","0.000",""
"2021-11-01 17:15:00 to 2021-11-01 17:30:00","0.000",""
"2021-11-01 17:30:00 to 2021-11-01 17:45:00","0.050",""
"2021-11-01 17:45:00 to 2021-11-01 18:00:00","0.000",""
"2021-11-01 18:00:00 to 2021-11-01 18:15:00","0.000",""
"2021-11-01 18:15:00 to 2021-11-01 18:30:00","0.000",""
"2021-11-01 18:30:00 to 2021-11-01 18:45:00","0.000",""
"2021-11-01 18:45:00 to 2021-11-01 19:00:00","0.000",""
"2021-11-01 19:00:00 to 2021-11-01 19:15:00","0.000",""
"2021-11-01 19:15:00 to 2021-11-01 19:30:00","0.000",""
"2021-11-01 19:30:00 to 2021-11-01 19:45:00","0.000",""
"2021-11-01 19:45:00 to 2021-11-01 20:00:00","0.000",""
"2021-11-01 20:00:00 to 2021-11-01 20:15:00","0.000",""
"2021-11-01 20:15:00 to 2021-11-01 20:30:00","0.000",""
"2021-11-01 20:30:00 to 2021-11-01 20:45:00","0.000",""
"2021-11-01 20:45:00 to 2021-11-01 21:00:00","0.000",""
"2021-11-01 21:00:00 to 2021-11-01 21:15:00","0.000",""
"2021-11-01 21:15:00 to 2021-11-01 21:30:00","0.000",""
"2021-11-01 21:30:00 to 2021-11-01 21:45:00","0.000",""
"2021-11-01 21:45:00 to 2021-11-01 22:00:00","0.000",""
"2021-11-01 22:00:00 to 2021-11-01 22:15:00","0.000",""
"2021-11-01 22:15:00 to 2021-11-01 22:30:00","0.000",""
"2021-11-01 22:30:00 to 2021-11-01 22:45:00","0.000",""
"2021-11-01 22:45:00 to 2021-11-01 23:00:00","0.000",""
"2021-11-01 23:00:00 to 2021-11-01 23:15:00","0.000",""
"2021-11-01 23:15:00 to 2021-11-01 23:30:00","0.000",""
"2021-11-01 23:30:00 to 2021-11-01 23:45:00","0.000",""
"2021-11-01 23:45:00 to 2021-11-02 00:00:00","0.000",""

"Data for period starting: 2021-11-02 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-02 00:00:00 to 2021-11-02 00:15:00","0.140",""
"2021-11-02 00:15:00 to 2021-11-02 00:30:00","0.120",""
"2021-11-02 00:30:00 to 2021-11-02 00:45:00","0.110",""
"2021-11-02 00:45:00 to 2021-11-02 01:00:00","0.100",""
"2021-11-02 01:00:00 to 2021-11-02 01:15:00","0.140",""
"2021-11-02 01:15:00 to 2021-11-02 01:30:00","0.140",""
"2021-11-02 01:30:00 to 2021-11-02 01:45:00","0.150",""
"2021-11-02 01:45:00 to 2021-11-02 02:00:00","0.140",""
"2021-11-02 02:00:00 to 2021-11-02 02:15:00","0.130",""
"2021-11-02 02:15:00 to 2021-11-02 02:30:00","0.130",""
"2021-11-02 02:30:00 to 2021-11-02 02:45:00","0.120",""
"2021-11-02 02:45:00 to 2021-11-02 03:00:00","0.130",""
"2021-11-02 03:00:00 to 2021-11-02 03:15:00","0.130",""
"2021-11-02 03:15:00 to 2021-11-02 03:30:00","0.110",""
"2021-11-02 03:30:00 to 2021-11-02 03:45:00","0.100",""
"2021-11-02 03:45:00 to 2021-11-02 04:00:00","0.110",""
"2021-11-02 04:00:00 to 2021-11-02 04:15:00","0.150",""
"2021-11-02 04:15:00 to 2021-11-02 04:30:00","0.150",""
"2021-11-02 04:30:00 to 2021-11-02 04:45:00","0.150",""
"2021-11-02 04:45:00 to 2021-11-02 05:00:00","0.130",""
"2021-11-02 05:00:00 to 2021-11-02 05:15:00","0.120",""
"2021-11-02 05:15:00 to 2021-11-02 05:30:00","0.110",""
"2021-11-02 05:30:00 to 2021-11-02 05:45:00","0.180",""
"2021-11-02 05:45:00 to 2021-11-02 06:00:00","0.210",""
"2021-11-02 06:00:00 to 2021-11-02 06:15:00","0.240",""
"2021-11-02 06:15:00 to 2021-11-02 06:30:00","0.250",""
"2021-11-02 06:30:00 to 2021-11-02 06:45:00","0.210",""
"2021-11-02 06:45:00 to 2021-11-02 07:00:00","0.240",""
"2021-11-02 07:00:00 to 2021-11-02 07:15:00","0.290",""
"2021-11-02 07:15:00 to 2021-11-02 07:30:00","0.310",""
"2021-11-02 07:30:00 to 2021-11-02 07:45:00","0.260",""
"2021-11-02 07:45:00 to 2021-11-02 08:00:00","0.230",""
"2021-11-02 08:00:00 to 2021-11-02 08:15:00","0.210",""
"2021-11-02 08:15:00 to 2021-11-02 08:30:00","0.260",""
"2021-11-02 08:30:00 to 2021-11-02 08:45:00","0.220",""
"2021-11-02 08:45:00 to 2021-11-02 09:00:00","0.170",""
"2021-11-02 09:00:00 to 2021-11-02 09:15:00","0.180",""
"2021-11-02 09:15:00 to 2021-11-02 09:30:00","0.160",""
"2021-11-02 09:30:00 to 2021-11-02 09:45:00","0.120",""
"2021-11-02 09:45:00 to 2021-11-02 10:00:00","0.070",""
"2021-11-02 10:00:00 to 2021-11-02 10:15:00","0.000",""
"2021-11-02 10:15:00 to 2021-11-02 10:30:00","0.200",""
"2021-11-02 10:30:00 to 2021-11-02 10:45:00","0.040",""
"2021-11-02 10:45:00 to 2021-11-02 11:00:00","0.000",""
"2021-11-02 11:00:00 to 2021-11-02 11:15:00","0.000",""
"2021-11-02 11:15:00 to 2021-11-02 11:30:00","0.000",""
"2021-11-02 11:30:00 to 2021-11-02 11:45:00","0.000",""
"2021-11-02 11:45:00 to 2021-11-02 12:00:00","0.000",""
"2021-11-02 12:00:00 to 2021-11-02 12:15:00","0.000",""
"2021-11-02 12:15:00 to 2021-11-02 12:30:00","0.000",""
"2021-11-02 12:30:00 to 2021-11-02 12:45:00","0.000",""
"2021-11-02 12:45:00 to 2021-11-02 13:00:00","0.000",""
"2021-11-02 13:00:00 to 2021-11-02 13:15:00","0.000",""
"2021-11-02 13:15:00 to 2021-11-02 13:30:00","0.000",""
"2021-11-02 13:30:00 to 2021-11-02 13:45:00","0.000",""
"2021-11-02 13:45:00 to 2021-11-02 14:00:00","0.000",""
"2021-11-02 14:00:00 to 2021-11-02 14:15:00","0.000",""
"2021-11-02 14:15:00 to 2021-11-02 14:30:00","0.000",""
"2021-11-02 14:30:00 to 2021-11-02 14:45:00","0.000",""
"2021-11-02 14:45:00 to 2021-11-02 15:00:00","0.000",""
"2021-11-02 15:00:00 to 2021-11-02 15:15:00","0.000",""
"2021-11-02 15:15:00 to 2021-11-02 15:30:00","0.000",""
"2021-11-02 15:30:00 to 2021-11-02 15:45:00","0.000",""
"2021-11-02 15:45:00 to 2021-11-02 16:00:00","0.000",""
"2021-11-02 16:00:00 to 2021-11-02 16:15:00","0.000",""
"2021-11-02 16:15:00 to 2021-11-02 16:30:00","0.000",""
"2021-11-02 16:30:00 to 2021-11-02 16:45:00","0.000",""
"2021-11-02 16:45:00 to 2021-11-02 17:00:00","0.000",""
"2021-11-02 17:00:00 to 2021-11-02 17:15:00","0.000",""
"2021-11-02 17:15:00 to 2021-11-02 17:30:00","0.000",""
"2021-11-02 17:30:00 to 2021-11-02 17:45:00","0.040",""
"2021-11-02 17:45:00 to 2021-11-02 18:00:00","0.150",""
"2021-11-02 18:00:00 to 2021-11-02 18:15:00","0.140",""
"2021-11-02 18:15:00 to 2021-11-02 18:30:00","0.200",""
"2021-11-02 18:30:00 to 2021-11-02 18:45:00","0.190",""
"2021-11-02 18:45:00 to 2021-11-02 19:00:00","0.190",""
"2021-11-02 19:00:00 to 2021-11-02 19:15:00","0.210",""
"2021-11-02 19:15:00 to 2021-11-02 19:30:00","0.580",""
"2021-11-02 19:30:00 to 2021-11-02 19:45:00","0.500",""
"2021-11-02 19:45:00 to 2021-11-02 20:00:00","0.440",""
"2021-11-02 20:00:00 to 2021-11-02 20:15:00","0.180",""
"2021-11-02 20:15:00 to 2021-11-02 20:30:00","0.190",""
"2021-11-02 20:30:00 to 2021-11-02 20:45:00","0.230",""
"2021-11-02 20:45:00 to 2021-11-02 21:00:00","0.200",""
"2021-11-02 21:00:00 to 2021-11-02 21:15:00","0.270",""
"2021-11-02 21:15:00 to 2021-11-02 21:30:00","0.240",""
"2021-11-02 21:30:00 to 2021-11-02 21:45:00","0.180",""
"2021-11-02 21:45:00 to 2021-11-02 22:00:00","0.450",""
"2021-11-02 22:00:00 to 2021-11-02 22:15:00","0.380",""
"2021-11-02 22:15:00 to 2021-11-02 22:30:00","0.270",""
"2021-11-02 22:30:00 to 2021-11-02 22:45:00","0.260",""
"2021-11-02 22:45:00 to 2021-11-02 23:00:00","0.160",""
"2021-11-02 23:00:00 to 2021-11-02 23:15:00","0.160",""
"2021-11-02 23:15:00 to 2021-11-02 23:30:00","0.150",""
"2021-11-02 23:30:00 to 2021-11-02 23:45:00","0.150",""
"2021-11-02 23:45:00 to 2021-11-03 00:00:00","0.150",""

"Data for period starting: 2021-11-02 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-02 00:00:00 to 2021-11-02 00:15:00","0.000",""
"2021-11-02 00:15:00 to 2021-11-02 00:30:00","0.000",""
"2021-11-02 00:30:00 to 2021-11-02 00:45:00","0.000",""
"2021-11-02 00:45:00 to 2021-11-02 01:00:00","0.000",""
"2021-11-02 01:00:00 to 2021-11-02 01:15:00","0.000",""
"2021-11-02 01:15:00 to 2021-11-02 01:30:00","0.000",""
"2021-11-02 01:30:00 to 2021-11-02 01:45:00","0.000",""
"2021-11-02 01:45:00 to 2021-11-02 02:00:00","0.000",""
"2021-11-02 02:00:00 to 2021-11-02 02:15:00","0.000",""
"2021-11-02 02:15:00 to 2021-11-02 02:30:00","0.000",""
"2021-11-02 02:30:00 to 2021-11-02 02:45:00","0.000",""
"2021-11-02 02:45:00 to 2021-11-02 03:00:00","0.000",""
"2021-11-02 03:00:00 to 2021-11-02 03:15:00","0.000",""
"2021-11-02 03:15:00 to 2021-11-02 03:30:00","0.000",""
"2021-11-02 03:30:00 to 2021-11-02 03:45:00","0.000",""
"2021-11-02 03:45:00 to 2021-11-02 04:00:00","0.000",""
"2021-11-02 04:00:00 to 2021-11-02 04:15:00","0.000",""
"2021-11-02 04:15:00 to 2021-11-02 04:30:00","0.000",""
"2021-11-02 04:30:00 to 2021-11-02 04:45:00","0.000",""
"2021-11-02 04:45:00 to 2021-11-02 05:00:00","0.000",""
"2021-11-02 05:00:00 to 2021-11-02 05:15:00","0.000",""
"2021-11-02 05:15:00 to 2021-11-02 05:30:00","0.000",""
"2021-11-02 05:30:00 to 2021-11-02 05:45:00","0.000",""
"2021-11-02 05:45:00 to 2021-11-02 06:00:00","0.000",""
"2021-11-02 06:00:00 to 2021-11-02 06:15:00","0.000",""
"2021-11-02 06:15:00 to 2021-11-02 06:30:00","0.000",""
"2021-11-02 06:30:00 to 2021-11-02 06:45:00","0.000",""
"2021-11-02 06:45:00 to 2021-11-02 07:00:00","0.000",""
"2021-11-02 07:00:00 to 2021-11-02 07:15:00","0.000",""
"2021-11-02 07:15:00 to 2021-11-02 07:30:00","0.000",""
"2021-11-02 07:30:00 to 2021-11-02 07:45:00","0.000",""
"2021-11-02 07:45:00 to 2021-11-02 08:00:00","0.000",""
"2021-11-02 08:00:00 to 2021-11-02 08:15:00","0.000",""
"2021-11-02 08:15:00 to 2021-11-02 08:30:00","0.000",""
"2021-11-02 08:30:00 to 2021-11-02 08:45:00","0.000",""
"2021-11-02 08:45:00 to 2021-11-02 09:00:00","0.000",""
"2021-11-02 09:00:00 to 2021-11-02 09:15:00","0.000",""
"2021-11-02 09:15:00 to 2021-11-02 09:30:00","0.000",""
"2021-11-02 09:30:00 to 2021-11-02 09:45:00","0.000",""
"2021-11-02 09:45:00 to 2021-11-02 10:00:00","0.000",""
"2021-11-02 10:00:00 to 2021-11-02 10:15:00","0.040",""
"2021-11-02 10:15:00 to 2021-11-02 10:30:00","0.040",""
"2021-11-02 10:30:00 to 2021-11-02 10:45:00","0.260",""
"2021-11-02 10:45:00 to 2021-11-02 11:00:00","0.360",""
"2021-11-02 11:00:00 to 2021-11-02 11:15:00","0.440",""
"2021-11-02 11:15:00 to 2021-11-02 11:30:00","0.520",""
"2021-11-02 11:30:00 to 2021-11-02 11:45:00","0.640",""
"2021-11-02 11:45:00 to 2021-11-02 12:00:00","0.770",""
"2021-11-02 12:00:00 to 2021-11-02 12:15:00","0.860",""
